urun_id,urun_adi,fiyat,foto_link,yorum_ozeti,ortalama_star_puani,5star,4star,3star,2star,1star
HBV00000VC4AV,Domol Renk Ayırıcı Bez 24'lü,"155,00 TL",https://images.hepsiburada.net/banners/s/1/104-104/IMAGE-BADGE-EnAvantajli133709686739364322.png,"Domol Renk Ayırıcı Bez, kullanıcılar tarafından çamaşırların renklerini karıştırmaması sayesinde çok beğeniliyor. Ürün, farklı renklerdeki çamaşırları bir arada yıkama kolaylığı sağlıyor, bu da zamandan ve sudan tasarruf edilmesine yardımcı oluyor. Özellikle yeni alınan kıyafetlerde kullanıldığında, renk karışımını önlemesiyle dikkat çekiyor. Bazı kullanıcılar, çok renk veren kıyafetlerde etkisinin sınırlı olabileceğini belirtmiş. Genel olarak, ürün performansıyla fiyatını hak ediyor ve kullanıcılar tarafından öneriliyor.",4.7,1151,146,42,21,30
HBCV0000063AZT,"Craft Home Plastik Katlanabilir Hasır,Outdoor Mats,Piknik,Plaj Kilimi",665 TL,https://productimages.hepsiburada.net/s/386/424-600/110000405364718.jpg,"Craft Home Plastik Katlanabilir Hasır, kullanıcılar tarafından hafifliği, canlı renkleri ve katlanabilirliği ile beğeniliyor. Piknik, plaj ve karavan gibi farklı ortamlarda kullanışlı olması, taşınabilirliği ve az yer kaplamasıyla öne çıkıyor. Ürün, fiyat-performans açısından tatmin edici bulunuyor. Ancak, bazı kullanıcılar ürünün ince olmasından dolayı rüzgarda uçabileceğini belirtmiş. Ayrıca, kat izleri bazı kullanıcılar için rahatsız edici olabilir. Genel olarak, ürünün pratikliği ve kalitesi, kullanıcılar tarafından öneriliyor.",4.8,1269,136,24,4,15
HBV00000P1FVG,Next Kanky Full Hd 2019 Yeni Uydu Alıcı + Wifi Aparatı,"734,70 TL",https://productimages.hepsiburada.net/s/33/424-600/10399789482034.jpg,"Next Kanky Uydu Alıcısı, kullanıcılar arasında popüler bir seçimdir. Ürünün en beğenilen özellikleri arasında kanal geçiş hızı ve görüntü kalitesi yer almaktadır. Akıllı kumanda sayesinde televizyon kontrolü oldukça kolaydır ve cihazın küçük boyutu yer tasarrufu sağlar. Wi-Fi bağlantısı ile YouTube ve IPTV gibi uygulamalara erişim mümkündür. Ancak bazı kullanıcılar cihazın aşırı ısındığını ve Wi-Fi bağlantısında sorun yaşadıklarını belirtmiştir. Genel olarak, fiyatına göre iyi bir performans sunmakta ve kullanıcılar tarafından tavsiye edilmektedir.",4.2,798,216,116,50,95
HBC00003XW9AV,Finish Ultimate Bulaşık Makinesi Deterjanı 85 Tablet,"399,90 TL",https://productimages.hepsiburada.net/s/777/424-600/110000802064861.jpg,"Finish Ultimate Bulaşık Makinesi Deterjanı, kullanıcılar tarafından yüksek performansıyla övgü alıyor. Bardaklarda çizik bırakmama ve bulaşıkları tertemiz yapma özellikleri, kullanıcıların en çok beğendiği yönler arasında. Ayrıca, makinenin içini bile parlatması dikkat çekiyor. Fiyat performans oranı genellikle olumlu değerlendirilse de, bazı kullanıcılar fiyat dalgalanmalarından şikayetçi. Ürün, kullanıcılar tarafından tavsiye ediliyor ve düzenli olarak tercih ediliyor.",4.8,5528,494,129,32,136
HBV00000Q99AP,HP 652 Renkli Mürekkep Kartuşu F6V24AE,"689,08 TL",https://images.hepsiburada.net/banners/1/gaming1200x120_20250521132656_20250521132656.jpeg,"HP 652 Renkli Mürekkep Kartuşu, kullanıcılar tarafından yüksek baskı kalitesi ve dayanıklılığı ile öne çıkıyor. Kartuşun uzun ömürlü olması ve renkli baskılarda sorun yaşatmaması, ürünün en çok beğenilen özellikleri arasında. Kullanıcılar, kartuşun orijinal olduğunu ve güvenle kullanılabileceğini belirtiyor. Ancak, birkaç kullanıcı, kartuşun hızlı tükenebileceği konusunda uyarıyor. Genel olarak, ürün performansı fiyatını hak ediyor ve sık kullanılan bir seçenek olarak öneriliyor.",4.7,979,142,35,13,39
HBCV00002LFMH6,Esti 6'lı Valiz Düzenleyici Set - Çizgili,"189,90 TL",https://productimages.hepsiburada.net/s/777/424-600/110000785361961.jpg,"Esti valiz düzenleyici seti, düzen seven kullanıcılar için oldukça kullanışlı ve kaliteli bir ürün olarak öne çıkıyor. Fermuarları sağlam ve kumaşı dayanıklı, bu da uzun süreli kullanım sağlıyor. Seyahatlerde yerden tasarruf sağlarken, eşyaların düzenli kalmasına yardımcı oluyor. Ancak, bazı kullanıcılar hurçların boyutlarının beklenenden küçük olduğunu belirtmiş. Yine de, fiyat performans açısından değerlendirildiğinde, ürünün fiyatını hak ettiği ve işlevselliği ile kullanıcıları memnun ettiği söylenebilir.",4.5,1680,337,169,53,86
HBV00000XWPLJ,Everest SM-M9 USB Kablolu Siyah 3D Optik LED Mouse,"133,24 TL",https://images.hepsiburada.net/banners/1/product1_20250527105635_20250527105635.jpeg,"Everest SM-M9 USB Kablolu 3D Optik LED Mouse, uygun fiyatıyla dikkat çekiyor. Kullanıcılar, fareyi günlük işler için ideal buluyor ve hafif tasarımını beğeniyor. Tıklama sesinin düşük olması ve elde tutuş hissiyatı olumlu özellikler arasında yer alıyor. Ancak, bazı kullanıcılar kablo uzunluğunu yetersiz bulmuş ve orta tuşun kısa sürede bozulduğunu belirtmiş. Fiyat-performans açısından değerlendirildiğinde, profesyonel olmayan kullanıcılar için yeterli bir seçenek olarak öne çıkıyor.",4.3,920,281,113,46,98
HBCV000037GSWX,"Prima Aktif Bebek, Bebek Bezi 1 Numara, 200 adet","1.199,90 TL",https://images.hepsiburada.net/banners/s/1/104-104/IMAGE-BADGE-EnAvantajli133709686739364322.png,"Prima Bebek Bezi, kullanıcılar tarafından kalitesi ve sızdırmazlık özelliğiyle övgü alıyor. Çocuklarda pişik yapmayan bu bez, uzun süreli kullanımda rahatlık sağlıyor. Kullanıcılar, Prima'nın fiyat performans dengesinin iyi olduğunu belirtiyorlar. Öte yandan, bazı kullanıcılar, fiyatların son zamanlarda artış gösterdiğini ve farklı ambalajlarla gelen ürünlerin kalite farkı yarattığını dile getiriyorlar. Genel olarak, Prima Bebek Bezi, kullanıcılar tarafından güvenle tavsiye edilen bir ürün olarak öne çıkıyor.",4.8,17741,1595,432,108,578
HBV000005L0W1,Uni Baby Çamaşır Yumuşatıcı 3'lü 4500 ml,"339,90 TL",https://productimages.hepsiburada.net/s/374/424-600/110000391764379.jpg,"Uni Baby Çamaşır Yumuşatıcısı, bebek kıyafetleri için mükemmel bir seçimdir. Ürün, kıyafetleri yumuşacık yaparken, hoş ve kalıcı bir koku sağlar. Alerjik bünyelere uygun olup, kaşıntı veya tahrişe neden olmaz. Kullanıcılar, ürünün fiyat-performans dengesinden oldukça memnun. Ancak, bazı kullanıcılar kokusunun muadillerine göre daha az etkili olduğunu belirtmiştir. Genel olarak, Uni Baby çamaşır yumuşatıcısı, kullanıcılar tarafından tavsiye edilen kaliteli ve güvenilir bir üründür.",4.8,6364,608,192,59,163
HBC0000504O50,Nivea Sun Kids Spf 50+ Güneş Koruyucu 200 ml,"606,85 TL",https://images.hepsiburada.net/banners/s/1/104-104/App1_(1)133827877555742529.png,"Nivea Sun Çocuk Güneş Spreyi, çocuklar için mükemmel bir koruma sağlar. Kullanıcılar, ürünün kolay uygulanabilir sprey formunu ve hızlı emilimini takdir ediyor. Ciltte yağlı bir his bırakmaması ve hoş kokusu da öne çıkan özellikler arasında. Ürün, alerjik ciltlerde bile güvenle kullanılabilir. Ancak, bazı kullanıcılar ürünün tarih bilgisinin eksikliğinden bahsetmişlerdir. Genel olarak, ürünün kalitesi ve etkinliği, fiyatını haklı çıkarmaktadır.",4.7,1431,165,37,9,58
HBC0000504O50,Molfix Bebek Bezi 6 Beden Extra Large Plus 15+ kg 39lu Fırsat Paketi,"339,00 TL",https://productimages.hepsiburada.net/s/212/424-600/110000189623826.jpg,"Molfix Bebek Bezi, emiciliği ve sızıntı yapmamasıyla öne çıkıyor. Kullanıcılar, bezin tahriş etmeyen yapısı ve geniş beden seçeneklerinden memnun. Fiyat-performans açısından tercih edilen ürün, birçok markaya göre daha iyi sonuçlar veriyor. Ancak, bazı kullanıcılar bantların daha güçlü olmasını öneriyor ve ıslaklık göstergesinin eksikliğinden bahsediyor. Genel olarak, Molfix bebek bezi, kalite ve rahatlık arayan ebeveynler için ideal bir seçim olarak öne çıkıyor.",4.6,1421,213,63,24,74
HBV00000QDJL7,"TP-LINK Tapo C200, 1080P Full HD İç Mekan Wi-Fi Güvenlik Kamerası, Hareket Tespit ve Takibi, 360°, 9m Gece Görüşü, Çift Yönlü Sesli İletişim, Sesli Alarm, Bulut/Yerel Depolama, Bebek Ağlaması Tespiti","849,00 TL",https://images.hepsiburada.net/banners/s/1/104-104/IMAGE-BADGE-EnAvantajli133709686739364322.png,"TP-Link Tapo C200, kurulumu kolay ve görüntü kalitesi yüksek bir kamera olarak öne çıkıyor. Gece görüşü ve hareket algılama özellikleri kullanıcılar tarafından beğeniliyor. Ancak, ses kalitesi konusunda bazı kullanıcılar memnun değil. Fiyat-performans açısından değerlendirildiğinde, ürünün parasını hak ettiği belirtiliyor.",4.7,1973,187,66,22,57
HBC0000504O50,Off Losyon Sinek Kovucu 100 ml,"119,99 TL",https://productimages.hepsiburada.net/s/777/424-600/110000694474793.jpg,"Off! Sinekkovar Losyon, yaz aylarında sivrisineklerden korunmak için etkili bir çözüm sunuyor. Kullanıcılar, ürünün uzun süreli etkisini ve sinekleri uzaklaştırma yeteneğini övgüyle bahsediyor. Ayrıca, losyonun kokusuz olması ve cilde zarar vermemesi de olumlu özellikler arasında. Ancak, bazı kullanıcılar ürünün etkisinin beklenenden daha kısa sürdüğünü belirtiyor. Genel olarak, Off! Sinekkovar Losyon, fiyatına göre performansı ile kullanıcıların beğenisini kazanıyor ve yaz aylarında vazgeçilmez bir ürün olarak öneriliyor.",4.5,906,177,59,19,57
HBC00000M6IIW,Kingboss AC1200 Mbps Dual Band USB 3.0 Adaptör Kablosuz Wifi Alıcı,"394,71 TL",https://images.hepsiburada.net/banners/1/gaming1200x120_20250521132656_20250521132656.jpeg,"Kingboss AC1200 Mbps Dual Band USB 3.0 Adaptör, kullanıcıların çoğunlukla memnun kaldığı bir üründür. Ürün, güçlü çekim kapasitesi ve hızlı internet bağlantısı sunarak, özellikle 5GHz Wi-Fi ağlarını destekleyen cihazlar için ideal bir çözüm sunuyor. Tak-çalıştır özelliği sayesinde kolayca kurulabiliyor ve kablolu bağlantıya yakın performans sunuyor. Ancak, adaptörün boyutunun büyük olması ve USB portlarını kapatması bazı kullanıcılar için dezavantaj olabilir. Genel olarak, fiyat-performans açısından tavsiye edilen bir üründür.",4.4,1231,194,88,37,112
HBV000008JMMD,Nehir Sahra Sade 5 Parça Paslanmaz Çelik Servis Takımı,"799,99 TL",https://productimages.hepsiburada.net/s/777/424-600/110000811973462.jpg,"Nehir Sahra 5 Parça Kepçe Kevgir Takımı, kullanıcılar tarafından kaliteli çeliği ve sağlam yapısıyla övgü alıyor. Ürün, ağırlığı ve parlaklığıyla dikkat çekiyor ve mutfakta şıklık katıyor. Çeyiz için tercih edilen bu set, günlük kullanım için de ideal. Kullanıcılar, ürünün boyutunun bazılarına kısa geldiğini belirtse de genel memnuniyet yüksek. Ürünün fiyat performans oranı da olumlu değerlendiriliyor, bu nedenle tereddütsüz öneriliyor.",0.0,2099,394,110,25,56
HBCV00002I7WBZ,House By House Çekmeceli Makyaj Kozmetik Düzenleyici Organizer Krem,"779,90 TL",https://images.hepsiburada.net/banners/s/1/104-104/App1_(1)133827877555742529.png,"Piev House By House Çekmeceli Makyaj Kozmetik Düzenleyici, makyaj masalarını düzenleyip dağınıklığı toplamasıyla kullanıcıları memnun ediyor. Ürün, geniş iç hacmi ve şık tasarımıyla dikkat çekiyor. Kullanıcılar, ürünün sağlam ve dayanıklı yapısını övüyor. Plastik malzemenin mobilyalarla uyumsuz olabileceği belirtilmiş. Ayrıca, bazı kullanıcılar çekmece ve üst kapak kısmının daha kaliteli olabileceğini ifade etmiş. Genel olarak, fiyat performans açısından değerlendirilirse, ürün beklentileri karşılıyor ve tavsiye ediliyor.",4.0,967,233,159,80,224
HBV00000LD06Q,Goo.N Premium Soft 3 Numara Süper Yumuşak Bant Bebek Bezi Avantajlı Paket - 160 Adet,"961,99 TL",https://productimages.hepsiburada.net/s/414/424-600/110000443897847.jpg,"Goon Premium Soft Bebek Bezi, kullanıcılar tarafından yüksek emicilik ve yumuşaklık özellikleriyle övgü alıyor. Bebeklerin cildinde pişik yapmaması ve sızdırmaması, ürünün en çok beğenilen özellikleri arasında. Ayrıca, uygun fiyatıyla kaliteyi birleştiriyor ve fiyat-performans ürünü olarak değerlendiriliyor. Ancak, bazı kullanıcılar yan bantların esnek olmamasından dolayı rahatsızlık duyabiliyor. Genel olarak, Goon bebek bezi, ekonomik ve kaliteli bir seçenek olarak öneriliyor.",4.6,1963,233,84,28,113
HBC0000374BSG,"Bioderma Atoderm Cream Ultra Normal ve Kuru Ciltler için Nemlendirici Yüz, Vücut Bakım Kremi Bebek, Çocuk ve Yetişkin Kullanımına Uygun 200 ml","416,00 TL",https://images.hepsiburada.net/banners/s/1/104-104/App1_(1)133827877555742529.png,"Bioderma Atoderm Ultra Nemlendirici Krem, cildi derinlemesine nemlendirerek kuruluk sorununu etkili bir şekilde çözüyor. Kullanıcılar, ciltte yağlı bir his bırakmadan hızlı emildiğini ve cildi yumuşacık yaptığını belirtiyor. Ürün, atopik dermatit ve egzama gibi cilt rahatsızlıklarına da iyi geliyor. Ancak, bazı kullanıcılar normal ciltlerde sivilceye neden olabileceğini belirtiyor. Genel olarak, ürünün fiyatının performansını hak ettiği ve uzun süreli kullanımda etkili olduğu vurgulanıyor.",4.7,5123,640,216,64,151
HBC000036JU2I,Philips Azur 8000 Serisi Buharlı Ütü DST8021/30,"3.919,00 TL",https://productimages.hepsiburada.net/s/777/424-600/110000632435259.jpg,"Philips Azur 8000 Serisi Buharlı Ütü DST8021/30, kullanıcılar tarafından genel olarak beğeniliyor. Ütünün kumaş tanıma özelliği, kırışıklık açma performansı ve hızlı ısınma süresi öne çıkan avantajları arasında. Ayrıca, sensörlerinin güvenli kullanımı ve ergonomik yapısı da takdir ediliyor. Ancak, bazı kullanıcılar ütünün su püskürtme özelliğinin olmamasını ve ısı ayarının bulunmamasını olumsuz buluyor. Ütü genel performansı ve kullanıcı dostu özellikleriyle fiyatını hak ediyor.",4.5,791,111,41,20,74
HBC0000504O50,Pilsan Tery Bery 12V Akülü Araba,"11.569,99 TL",https://productimages.hepsiburada.net/s/507/424-600/110000561858965.jpg,"Pilsan Tery Bery Uzaktan Kumandalı 12V Akülü Araba, kullanıcılar tarafından genelde olumlu değerlendirilmiştir. Ürün, güçlü aküsü ve uzun şarj süresi ile dikkat çekerken, radyo ve müzik sistemi de oldukça beğenilmektedir. Kullanışlı ve dayanıklı yapısıyla çocuklar için güvenli bir sürüş sunmaktadır. Ancak bazı kullanıcılar direksiyonun sert olduğunu ve malzeme kalitesinin biraz daha iyi olabileceğini belirtmiştir. Genel olarak fiyat performans açısından değerlendirildiğinde, ürünün fiyatını hak ettiği görüşü hakimdir.",4.3,1509,287,126,43,223
HBCV00001XNFQK,Baby Turco BabyTurco Baby Turco Doğadan Avantajlı Külot Bez 5 Numara Junior 96 Adet,"944,00 TL",https://productimages.hepsiburada.net/s/199/424-600/110000170211698.jpg,"Baby Turco Doğadan külot bez, kullanıcılar tarafından yüksek kaliteli ve ekonomik bir seçenek olarak değerlendiriliyor. Ürün, sızdırmazlık özelliği ve yumuşak yapısıyla beğeni topluyor. Ayrıca, pişik yapmaması ve temiz içeriği sayesinde tercih ediliyor. Kullanıcılar, yabancı markalara göre daha uygun fiyatlı olmasını da olumlu buluyor. Ancak, bazı kullanıcılar bezin kalınlığı nedeniyle torbalanma yaşandığını belirtiyor. Genel olarak, Baby Turco, güvenle tercih edilebilecek bir ürün olarak öne çıkıyor.",4.7,5079,641,262,73,251
HBC0000504O50,"Nivea Soft Nemlendirici Bakım Kremi 300ml, Jojoba Yağı, Hızlı Emilir, Yağlı His Bırakmaz, El Yüz Vücut","159,90 TL",https://productimages.hepsiburada.net/s/219/424-600/110000198152872.jpg,"NIVEA Soft Nemlendirici Bakım Kremi, cildi yumuşacık yapma ve kurulukları giderme konusunda çok etkili. Kullanıcılar, kremin hoş kokusunu ve hızlı emilimini övüyor. Ürün, el ve yüz için günlük nemlendirici olarak tavsiye ediliyor ve fiyat-performans açısından oldukça değerli bulunuyor. Bazı kullanıcılar, kremin ambalajında sorun yaşadıklarını belirtiyor. Genel olarak, NIVEA Soft, nemlendirme performansı ve kokusuyla kullanıcıların memnuniyetini kazanıyor.",4.7,1514,183,68,15,36
HBC00002408W2,Taşhan Lüx Ocak Üstü Döküm Tost Makinesi,"871,53 TL",https://productimages.hepsiburada.net/s/219/424-600/110000198738942.jpg,"Taşhan Lüx Ocak Üstü Döküm Tost Makinesi, kullanıcılar tarafından kaliteli ve dayanıklı yapısıyla övgü alıyor. Ürün, eşit ısı dağıtımı ve yapışmaz yüzeyi ile mükemmel tostlar yaparken, pratik kullanımı ve kolay temizlenebilirliği ile de dikkat çekiyor. Kullanıcılar, ürünün fiyat performans açısından çok iyi olduğunu belirtiyor. Ancak, menteşe kısmının zaman zaman zorluk çıkarabildiği ve dış yüzeyin temizliğinde bazı sorunlar yaşanabildiği belirtiliyor. Genel olarak, bu tost makinesi kullanıcılar tarafından tavsiye ediliyor ve memnuniyetle karşılanıyor.",4.8,1006,110,29,12,20
HBCV0000116QA8,Fantom Provac P5000 Cyclonic Elektrik Süpürgesi Gri,"2.261,42 TL",https://productimages.hepsiburada.net/s/777/424-600/110000805884043.jpg,"Fantom Provac P5000 Cyclonic Elektrik Süpürgesi, günlük temizlik için idealdir. Hafif ve kullanımı kolay olan bu süpürge, güçlü çekim gücü sayesinde tozları etkili bir şekilde temizler. Kullanıcılar, sessiz çalışma özelliğini ve stand aparatını beğenmektedir. Ancak, motor kısmının ağırlığı ve yüksek ses seviyesi bazı kullanıcılar için dezavantaj olabilir. Fiyat-performans açısından değerlendirildiğinde, bu süpürge beklentileri karşılamaktadır ve kullanıcılar tarafından tavsiye edilmektedir.",4.2,719,219,110,40,107
HBV00000ZMFAG,Homing Takoz Göbekli Ahşap Üç Ayaklı Lambader AYD-2210,"689,90 TL",https://productimages.hepsiburada.net/s/45/424-600/10827888787506.jpg,"Homing Takoz Göbekli Ahşap Üç Ayaklı Lambader AYD-2210, estetik ve şık tasarımıyla dikkat çekiyor. Kullanıcılar, ürünün kolay kurulumu ve dekoratif özelliğini öne çıkarıyor. Fiyatına göre sunduğu kalite, birçok kullanıcı tarafından takdir ediliyor. Lambader, salonlara farklı bir hava katıyor ve fiyat-performans açısından başarılı bulunuyor. Ancak, bazı kullanıcılar plastik parçaların sağlam olmadığını belirtiyor. Ayrıca, lambaderin rengi açıkken farklı görünebiliyor. Genel olarak, Homing lambader, uygun fiyatıyla estetik bir aydınlatma çözümü sunuyor.",4.3,959,197,115,33,106
